customer_id,first_name,last_name,city_id,house_number,area_name,birth_date,age
27414,Elena,Beck,96,61,Cowley Way,1997-02-08,28
27415,Vicki,Phelps,54,72,Hague Freeway,1958-12-24,66
27416,Tonia,Lutz,32,931,Green Old Parkway,2005-08-14,20
27417,Miriam,Estrada,61,81,Rocky Cowley Avenue,1970-07-25,55
27418,Summer,Alvarado,89,60,North New Avenue,1974-05-29,51
27419,Arlene,Valdez,79,12,Clarendon St.,1957-07-22,68
27420,David,Crosby,62,42,South Fabien Boulevard,1989-02-12,36
27421,Tara,Mullen,83,650,Green Oak Drive,2003-04-21,22
27422,Audrey,Orozco,21,735,First Road,1995-02-13,30
27423,Miguel,Fuller,43,63,Rocky Old Street,1975-08-14,50
27424,Clifton,Dunn,7,513,Milton Way,1994-06-04,31
27425,Jodie,Hodges,74,749,Rocky Milton St.,1993-04-05,32
27426,Cesar,Underwood,84,715,Green Second Avenue,1989-08-20,36
27427,Victoria,Douglas,5,68,New Parkway,2005-08-28,20
27428,Terra,Brennan,58,676,Rocky New Drive,1999-01-20,26
27429,Toby,Fleming,34,885,North Clarendon Blvd.,2005-10-08,20
27430,Alyssa,Prince,23,160,Oak Road,1998-05-06,27
27431,Armando,Brennan,14,47,Fabien Blvd.,1983-07-26,42
27432,Morgan,Caldwell,28,29,White Nobel Drive,1961-07-01,64
27433,Maria,Rubio,72,183,Second Road,1988-03-16,37
27434,Mitchell,Hess,76,44,Oak Drive,1971-05-01,54
27435,Ralph,Chase,49,70,Hague Street,1973-02-09,52
27436,Vernon,Hahn,77,696,Green Cowley Street,2004-10-31,21
27437,Alma,Hebert,34,13,South Hague Way,1972-07-23,53
27438,Katie,Diaz,59,14,North Second Avenue,1968-06-30,57
27439,Priscilla,Good,63,876,White Old Street,1961-06-12,64
27440,Amie,Mcgrath,84,80,White Nobel St.,1969-01-03,56
27441,Blake,Wise,52,888,South Rocky First Blvd.,1976-01-31,49
27442,Brady,Cardenas,2,56,Hague Drive,1995-10-31,30
27443,Sheri,Raymond,92,91,West Green Second St.,1980-09-22,45
27444,Aaron,Delgado,55,253,New Freeway,2000-01-08,25
27445,Jodi,O'Neill,76,79,New Parkway,1968-11-10,57
27446,Jeanine,Mc Gee,7,112,Nobel Blvd.,1995-08-31,30
27447,Candace,Sandoval,88,68,West Green Second Street,1972-09-19,53
27448,Dominic,Patton,37,19,Old Parkway,2005-12-15,19
27449,Calvin,Dunlap,2,951,First Drive,2003-02-18,22
27450,Alan,Patterson,22,27,Green Clarendon Street,1986-03-07,39
27451,Bridgett,Stark,1,861,First Blvd.,1988-06-14,37
27452,Sonia,Hendrix,14,366,Green Nobel Blvd.,1988-01-02,37
27453,Jaime,Waller,10,17,South Hague Parkway,1999-06-23,26
27454,Cherie,Medina,2,108,White Oak Drive,1962-11-24,62
27455,Misty,Mac Donald,5,34,East White Oak Parkway,1979-09-20,46
27456,Pedro,Russo,53,285,Clarendon Avenue,1982-09-04,43
27457,Faith,Huang,57,668,Cowley Road,1962-05-25,63
27458,Lesley,Bradshaw,49,762,East Rocky Old Drive,1980-10-20,45
27459,Bart,Dyer,91,70,White Milton Blvd.,1961-05-27,64
27460,Diane,Dominguez,70,865,Milton Parkway,1981-07-15,44
27461,Garrett,Briggs,73,24,White Clarendon Avenue,1970-10-09,55
27462,Sean,Branch,86,50,North White First Street,1965-06-03,60
27463,Peggy,Lang,21,94,North Old Freeway,1973-09-24,52
27464,Timothy,Hines,32,576,White Fabien Avenue,1984-04-03,41
27465,Jacob,Vazquez,73,28,Green Milton Boulevard,1998-02-13,27
27466,Gena,Armstrong,11,45,East Rocky Cowley Blvd.,1989-09-10,36
27467,Tera,Boyle,23,21,Clarendon Blvd.,1968-06-02,57
27468,Tasha,Rose,8,760,Clarendon Road,1968-09-23,57
27469,Bennie,Mcclain,48,242,East Old Avenue,1963-10-20,62
27470,Marianne,Pennington,73,531,North White Second Parkway,1983-06-05,42
27471,Johanna,Silva,94,50,Green Old St.,1974-03-31,51
27472,Antonio,Harper,2,753,South Clarendon St.,1986-12-21,38
27473,Lawanda,Higgins,26,32,Green New Street,1971-01-05,54
27474,Robbie,Graves,91,507,Green Oak Parkway,1984-02-20,41
27475,Jayson,Robbins,11,945,Nobel Way,1989-12-11,35
27476,Christian,Terry,82,426,First Freeway,1984-02-17,41
27477,Leo,Haley,25,879,Green New St.,1980-10-17,45
27478,Priscilla,Riddle,85,73,Rocky Hague Parkway,2005-06-18,20
27479,Alex,Greer,28,13,Nobel Blvd.,1981-09-06,44
27480,Michele,Gonzalez,67,152,White Old Way,2001-04-05,24
27481,Connie,Harvey,92,466,Nobel Avenue,1966-07-29,59
27482,Erin,Acevedo,65,68,Hague Street,2003-01-28,22
27483,Kerry,Blackburn,57,566,West Rocky Clarendon Road,2004-06-28,21
27484,Sarah,Silva,13,65,New Freeway,1969-08-08,56
27485,Lydia,Galloway,22,666,Nobel Drive,1987-08-13,38
27486,Andy,Merritt,96,300,Hague Street,1957-12-22,67
27487,Simon,Figueroa,19,187,Rocky First Freeway,1975-09-22,50
27488,Bobbie,Mcclain,70,768,East Green New Road,1959-08-24,66
27489,Curtis,Arroyo,71,690,Green Oak Street,2005-09-19,20
27490,Darla,Hinton,93,58,White Oak Avenue,1998-06-16,27
27491,Sonny,Murray,20,838,White Nobel Street,1970-08-24,55
27492,Danielle,Anderson,81,21,White Clarendon Street,1985-03-16,40
27493,Danielle,Newton,65,735,Oak St.,2003-01-17,22
27494,Telly,Horn,90,79,South White Clarendon Road,1961-09-19,64
27495,Drew,Avila,12,853,Clarendon Street,1976-05-14,49
27496,Tera,Gibbs,62,82,Green Old Drive,1986-10-11,39
27497,Alexis,Hall,77,203,South Oak Parkway,1988-12-05,36
27498,Dwight,Doyle,61,99,East Old Avenue,1997-08-04,28
27499,Abel,Andersen,78,977,White Cowley Blvd.,1993-08-14,32
27500,Terra,Juarez,65,36,West Oak Boulevard,1984-06-04,41
27501,Carlos,Wyatt,80,629,Old Blvd.,1961-04-04,64
27502,Clifton,Bryant,80,49,Second Boulevard,1961-02-23,64
27503,Alonzo,House,86,494,Oak Avenue,1993-02-08,32
27504,April,Hill,25,65,East Green Clarendon St.,1983-04-13,42
27505,Katina,Church,24,480,Rocky New Drive,1994-10-15,31
27506,Dante,Cabrera,96,288,North New St.,1999-11-12,25
27507,Brandi,Skinner,84,152,Milton Blvd.,1980-04-15,45
27508,Elaine,Conley,16,13,Rocky Fabien Road,1977-08-16,48
27509,Cathy,Ayers,88,725,Second Street,1979-10-18,46
27510,Beth,Thornton,20,651,Rocky Old St.,1966-08-04,59
27511,Ismael,Pennington,28,585,Oak St.,1968-12-18,56
27512,Glenda,Escobar,69,689,Rocky Nobel Road,1975-03-05,50
27513,Tamara,Willis,21,936,Rocky Nobel Parkway,2002-09-26,23
27514,Frankie,Hutchinson,24,63,Clarendon Avenue,1961-07-23,64
27515,Leroy,Sanders,74,613,Green Cowley Blvd.,1972-11-03,53
27516,Ginger,Kemp,9,19,Oak Road,1977-06-27,48
27517,Terra,Burns,30,21,White Hague Blvd.,1960-07-16,65
27518,Kareem,Valdez,9,347,Fabien Boulevard,2002-05-31,23
27519,Donna,Sparks,10,74,New Boulevard,1971-07-11,54
27520,Cindy,Glenn,73,114,Rocky Clarendon Blvd.,1982-05-07,43
27521,Terri,Pace,88,431,West Fabien Way,1961-07-29,64
27522,Leigh,Ramos,49,50,Fabien Way,1974-03-16,51
27523,Trevor,Horton,34,45,West White Second Way,1978-02-27,47
27524,Christi,Odonnell,51,26,White Second Road,2005-04-25,20
27525,Jacob,Rich,53,78,Old Road,1973-11-27,51
27526,Juanita,Hudson,14,582,Second Road,1999-08-21,26
27527,Kevin,Duffy,34,188,East Old Drive,1986-12-11,38
27528,Guillermo,Schaefer,33,24,Green Cowley Road,1960-11-10,65
27529,Melanie,Daugherty,80,84,Hague Way,1978-07-14,47
27530,Tabitha,Sheppard,45,316,New Blvd.,1987-11-24,37
27531,Bryant,Nunez,5,79,New Street,1956-08-17,69
27532,Ralph,Mc Cormick,61,329,East Fabien Blvd.,1995-11-01,30
27533,Lloyd,Lee,7,53,White New Drive,2003-05-29,22
27534,Candace,Murray,60,869,Cowley Road,1967-06-04,58
27535,Rochelle,Fischer,83,11,West Cowley Drive,1983-02-25,42
27536,Maribel,Harrison,12,49,White First Street,2005-02-19,20
27537,Corey,Evans,75,812,South Oak Way,1965-07-20,60
27538,Darryl,Noble,32,359,East First Freeway,1985-05-02,40
27539,Martin,Watts,85,31,Rocky Old Street,1985-12-04,39
27540,Rebekah,Wolf,23,438,New Freeway,1973-04-09,52
27541,Marissa,Owens,13,63,Green First Avenue,1977-03-09,48
27542,Douglas,Fry,3,789,Milton Boulevard,1984-07-29,41
27543,Teresa,Estes,79,57,Rocky Second Road,1992-05-09,33
27544,Alexandra,Bauer,52,68,Green Old Boulevard,1981-09-13,44
27545,Richard,Gardner,65,934,Cowley Avenue,1959-11-29,65
27546,Rebecca,Newton,48,138,Clarendon Avenue,1984-07-16,41
27547,Rafael,Villa,60,164,Green Nobel Parkway,1980-08-28,45
27548,Erin,Lowery,41,416,Fabien Road,1977-07-16,48
27549,Theodore,Drake,16,58,Oak Parkway,2004-11-08,20
27550,Amelia,Bullock,3,427,White First Way,1998-12-18,26
27551,Gail,Horton,33,699,Second Way,2005-06-28,20
27552,Derick,Herman,68,83,East Second Boulevard,2003-01-26,22
27553,Katherine,Dudley,51,507,Old Boulevard,1973-01-09,52
27554,Fernando,Barker,5,670,West Oak Road,1962-01-08,63
27555,Jermaine,Boyer,73,485,Nobel Drive,1988-12-19,36
27556,Tyson,Lindsey,32,89,East Milton St.,1992-01-11,33
27557,Jason,Noble,47,896,White First Street,2004-08-02,21
27558,Leo,Evans,35,477,South White First St.,1966-07-06,59
27559,Joshua,Dennis,69,35,White Cowley Blvd.,1961-03-26,64
27560,Ben,Mac Donald,10,295,Rocky New Boulevard,1966-08-02,59
27561,Courtney,Kemp,63,462,West Nobel Freeway,2004-01-09,21
27562,Terry,Zuniga,51,38,Cowley Drive,1955-04-12,70
27563,Caleb,Wiggins,33,857,First Parkway,1980-09-27,45
27564,Kristi,Davila,44,12,West Cowley Drive,1997-09-30,28
27565,Tonia,Hill,15,66,Nobel Drive,1976-04-26,49
27566,Guillermo,Santiago,64,132,First Road,1969-06-19,56
27567,Sammy,Merritt,62,81,South White Milton Freeway,1985-05-17,40
27568,Keisha,Russell,58,728,East Rocky Milton Street,1975-06-21,50
27569,Abraham,Guzman,38,635,Green Fabien Boulevard,1964-06-22,61
27570,Jess,Travis,63,865,White Oak Drive,1976-10-22,49
27571,Kareem,Liu,31,90,Cowley Road,1992-10-11,33
27572,Byron,Marquez,94,47,Rocky Clarendon Boulevard,1997-02-04,28
27573,Meredith,Travis,21,131,New Street,1958-09-17,67
27574,Ruby,Flores,84,33,South Cowley Street,1963-08-18,62
27575,Mario,Lara,61,569,Nobel Boulevard,1997-03-19,28
27576,Scotty,Ritter,86,538,Oak Street,1962-04-14,63
27577,Salvador,Munoz,67,72,First Drive,1964-05-26,61
27578,Nakia,Mckay,79,34,Oak Drive,2001-09-28,24
27579,Demetrius,Wilcox,82,77,South Rocky Oak Road,2004-03-30,21
27580,Gina,Sims,6,41,Cowley Boulevard,1969-09-04,56
27581,Denise,Burgess,50,803,White Milton Way,1995-09-17,30
27582,Betty,Richardson,89,899,White First Parkway,1998-03-17,27
27583,Cheri,Little,18,22,Hague Blvd.,1957-12-03,67
27584,Leanne,Elliott,77,45,Rocky Nobel Way,1969-04-02,56
27585,Shelia,Gallegos,12,72,Oak Blvd.,1983-02-10,42
27586,Monica,Conley,34,588,Milton Boulevard,1972-02-01,53
27587,Katie,Houston,11,348,Clarendon Blvd.,1959-06-29,66
27588,Debra,Kline,2,81,East New Blvd.,1959-10-10,66
27589,Adrian,Lara,83,56,White Fabien Way,1979-06-08,46
27590,Rogelio,Madden,52,975,Rocky Second Boulevard,1965-12-20,59
27591,Adam,Park,61,92,White Cowley Avenue,1990-09-19,35
27592,Candice,Cooke,40,439,South Green New Boulevard,1979-10-26,46
27593,Rogelio,Yang,60,33,Hague Freeway,1983-03-05,42
27594,Tia,Harrell,76,36,South Cowley Drive,1965-10-09,60
27595,Kendrick,Velez,57,295,White Oak Street,1967-08-17,58
27596,Blanca,Mc Daniel,58,161,West Oak St.,1981-07-31,44
27597,Lillian,Castro,67,909,White Nobel Parkway,1995-09-18,30
27598,Shelia,Benitez,36,860,Milton Way,1969-10-14,56
27599,Bruce,Carrillo,37,874,Nobel Parkway,1956-08-13,69
27600,Renee,Estes,2,510,Rocky Nobel Way,1961-12-14,63
27601,Gene,Huang,82,93,South White Cowley Drive,1980-05-25,45
27602,Warren,Merritt,2,89,White Milton St.,1995-12-09,29
27603,Nicolas,Olsen,4,80,Rocky Second Road,1980-04-17,45
27604,Jessica,Wilcox,49,969,Old Blvd.,1966-03-26,59
27605,Rodolfo,Ward,69,906,South Green Milton Street,1996-05-18,29
27606,Derek,Chaney,35,789,Milton Way,1980-03-12,45
27607,Angel,Arias,48,852,South Rocky Fabien Way,1983-01-15,42
27608,Clint,Moses,63,667,White Cowley Street,1984-04-15,41
27609,Angelia,Blackburn,41,99,White Cowley Freeway,1989-08-27,36
27610,Adriana,Mc Dowell,84,28,Fabien Road,1991-07-29,34
27611,Demond,Welch,61,14,West White Fabien St.,1967-04-02,58
27612,Billie,Krause,65,56,Rocky Nobel Freeway,1975-03-07,50
27613,Gwendolyn,Brock,50,11,White Nobel Way,1985-07-03,40
27614,Marcy,Wells,63,458,West Milton Road,1963-01-11,62
27615,Roberta,Banks,56,34,Green First Freeway,1972-08-17,53
27616,Dawn,Hancock,71,23,Second Avenue,1970-12-09,54
27617,Maria,Underwood,34,46,Green Hague Drive,1960-08-22,65
27618,Carlos,Townsend,52,330,Old Avenue,1991-10-28,34
27619,Tim,Sharp,32,302,East Rocky Fabien St.,1994-12-08,30
27620,Eduardo,Moody,78,493,North White First Drive,2001-03-01,24
27621,Jessie,Gentry,54,161,Green Clarendon Boulevard,1956-11-14,68
27622,Charlene,Davis,61,870,Clarendon Drive,1973-10-08,52
27623,Jill,Atkinson,72,789,South Hague Blvd.,1959-07-17,66
27624,Marcella,Lambert,82,335,Clarendon Way,1974-10-11,51
27625,Betsy,Dalton,2,848,Clarendon Avenue,1960-01-07,65
27626,Erick,Liu,87,434,Green Old Parkway,1961-11-09,64
27627,Ramona,Mc Neil,35,33,South White Cowley Parkway,2001-03-03,24
27628,April,Sutton,41,439,South Fabien Boulevard,1966-05-10,59
27629,Carolyn,Norris,28,90,South Old Boulevard,1964-10-22,61
27630,Allen,Medina,3,107,Hague Boulevard,1983-04-30,42
27631,Demetrius,House,19,62,White Clarendon St.,1966-11-07,59
27632,Debbie,Holland,32,599,Cowley Drive,1962-01-08,63
27633,Andrew,Goodman,42,474,Rocky Second Drive,1974-12-23,50
27634,Karla,Andrade,81,962,Green Second Way,1992-11-23,32
27635,Carlos,Collier,20,62,New Freeway,1986-02-12,39
27636,Earnest,Roach,48,82,Nobel Blvd.,1972-05-21,53
27637,Alisa,Greer,85,342,Green Oak Road,1977-10-20,48
27638,Javier,Stein,65,744,White New Road,1957-05-18,68
27639,Patrick,Owens,9,64,South Rocky Second Blvd.,1991-06-27,34
27640,Mathew,Larsen,73,20,North Rocky Hague Drive,1989-09-12,36
27641,Tiffany,House,83,84,North Rocky Nobel Drive,1987-07-10,38
27642,Jeanine,Lam,44,327,West Nobel St.,1979-02-05,46
27643,Dianna,Moyer,58,320,Green Fabien Road,1960-09-08,65
27644,Luke,Farley,95,85,Rocky Hague Way,1992-04-19,33
27645,Marjorie,Andrade,88,999,New Road,1967-08-25,58
27646,Jared,Potter,92,87,White Hague Parkway,1985-10-18,40
27647,Olivia,Pham,87,38,Second Freeway,1976-07-12,49
27648,Vivian,Little,93,34,Green Milton Parkway,1972-02-09,53
27649,Sherrie,Klein,20,551,West Rocky New Blvd.,1992-11-16,32
27650,Enrique,Coleman,83,64,Cowley Avenue,1981-01-19,44
27651,Perry,Velazquez,25,172,Rocky Nobel Freeway,1989-05-12,36
27652,Stephanie,Stark,16,43,New St.,2005-10-12,20
27653,Christi,Singleton,4,97,Rocky Hague St.,1994-05-03,31
27654,Marisol,Mayo,56,39,Rocky Oak Avenue,2001-06-11,24
27655,Yesenia,Tucker,45,43,North Oak Blvd.,1970-05-25,55
27656,Carl,Barry,22,77,West Old Way,1997-03-20,28
27657,Dale,Kim,27,751,East Rocky First Boulevard,1994-02-07,31
27658,Malcolm,Matthews,18,770,Nobel Road,2005-12-24,19
27659,Douglas,Krause,47,60,South Green Milton Blvd.,1978-08-17,47
27660,Clifton,Avila,79,363,Fabien Drive,1990-01-10,35
27661,Cecil,Thompson,1,834,First Street,1996-10-13,29
27662,Andrew,Mueller,7,98,New Boulevard,1967-05-29,58
27663,Rusty,Cardenas,36,54,Green Fabien Drive,1962-01-21,63
27664,Alisha,Baxter,38,69,Cowley Freeway,1973-08-18,52
27665,Marvin,Rivers,66,92,Second Drive,1984-05-18,41
27666,Cornelius,Cooley,29,59,Green Old Drive,1983-05-17,42
27667,Tabitha,Briggs,24,459,Milton Boulevard,1961-12-27,63
27668,Faith,Gould,65,66,Green New Avenue,1971-06-06,54
27669,Shanna,Skinner,44,779,Green Clarendon Drive,2002-08-04,23
27670,Bonnie,Pittman,8,101,North Nobel Parkway,1999-01-22,26
27671,Jay,Diaz,82,132,Clarendon St.,1960-11-20,64
27672,Ramona,Pugh,65,875,East Oak St.,1975-09-20,50
27673,Rickey,Maldonado,44,918,Green Oak Freeway,1986-06-20,39
27674,Raymond,Walls,55,788,East Milton Road,1964-09-20,61
27675,Brett,Hurst,91,61,Green First Blvd.,1956-09-30,69
27676,Anita,Sanchez,10,30,West Milton Way,1991-02-12,34
27677,Glen,Olson,4,64,West White Old Street,1999-08-14,26
27678,Mindy,Herman,74,28,Rocky Cowley Parkway,1988-05-01,37
27679,Donnie,Kane,91,281,Milton Way,1961-05-28,64
27680,Serena,Hudson,7,694,South Green Clarendon Blvd.,1960-10-26,65
27681,Kristian,Hunter,96,95,White Old Street,1970-02-13,55
27682,Gavin,English,38,942,White Nobel Avenue,1958-03-02,67
27683,Rusty,Travis,22,891,Milton Blvd.,1997-10-23,28
27684,Clyde,Carlson,42,31,Nobel Drive,1992-12-29,32
27685,Bonnie,Gross,75,619,Rocky Cowley Blvd.,1973-10-16,52
27686,Dexter,Clark,4,32,West New Road,1977-09-07,48
27687,Marcella,English,28,57,Rocky First Boulevard,1998-11-01,27
27688,Donovan,Wise,82,949,Rocky First Freeway,1961-02-22,64
27689,Roberto,Meyers,37,23,Rocky Fabien Blvd.,1959-01-10,66
27690,Jesus,Rubio,95,40,South Green Nobel Boulevard,1982-06-30,43
27691,Randi,Rosales,22,652,Old Street,1978-05-26,47
27692,Nakia,Dominguez,68,278,West Green Clarendon Blvd.,1997-04-05,28
27693,Antoine,Velazquez,18,716,West White Hague Way,1995-02-17,30
27694,Rocky,Nolan,27,42,Cowley Street,1971-07-13,54
27695,Elaine,Rivas,73,578,Second Parkway,1971-01-11,54
27696,Felipe,Leonard,76,982,West Cowley Blvd.,1979-10-02,46
27697,Derek,Ryan,8,962,North Second Drive,1999-05-08,26
27698,Duane,Watkins,20,338,Green First Road,1977-08-04,48
27699,Derrick,Ritter,29,56,North Green Fabien Way,1962-06-11,63
27700,Hope,Zamora,59,23,Fabien Way,2004-02-02,21
27701,Edith,Levy,69,15,New Parkway,1969-04-04,56
27702,Kent,Keith,23,41,Rocky Cowley Avenue,1987-11-21,37
27703,Arthur,Orozco,50,65,Rocky First Drive,1985-02-10,40
27704,Terry,Arias,12,67,Cowley Boulevard,1985-03-07,40
27705,Hector,Perez,1,835,White Hague Freeway,1978-02-18,47
27706,Megan,Gay,57,127,White First Boulevard,1968-08-17,57
27707,Ruth,Gallagher,68,76,Old Drive,1972-05-17,53
27708,Alisha,Spears,46,64,Clarendon St.,1982-03-18,43
27709,Dustin,Chen,61,586,New Drive,1973-01-12,52
27710,Angie,Reynolds,35,829,First Freeway,2000-01-13,25
27711,Benjamin,Decker,18,659,White Hague Blvd.,1964-05-28,61
27712,Matthew,Love,49,39,Green Nobel Blvd.,1979-03-11,46
27713,Ernest,Anthony,23,79,Cowley St.,1961-06-19,64
27714,Elijah,Kerr,41,679,Rocky Cowley Freeway,1991-10-18,34
27715,Pamela,Fowler,79,418,Second Drive,1965-09-05,60
27716,Samantha,Watts,59,42,West Rocky Cowley St.,1984-03-12,41
27717,Jorge,Roman,81,47,Rocky Milton Parkway,1959-07-01,66
27718,Kara,Lambert,90,883,Rocky Old Blvd.,1966-10-16,59
27719,Chadwick,Welch,60,486,Rocky Oak St.,1955-11-28,69
27720,Ethan,Best,63,121,Milton Road,2002-06-27,23
27721,Rachelle,Barrett,2,897,West Green Nobel St.,1984-06-30,41
27722,Rafael,Brooks,38,782,New Way,1957-06-16,68
27723,Gordon,Chambers,29,95,New Way,2004-02-05,21
27724,Brenda,Santana,45,90,Green Milton Drive,1968-04-04,57
27725,Carol,Holder,83,22,Milton Blvd.,1975-12-16,49
27726,Sherry,Gaines,14,178,East Clarendon Way,1999-12-02,25
27727,Carol,Robinson,47,135,White Old Boulevard,1997-08-22,28
27728,Elisabeth,Hodge,18,269,Clarendon St.,1964-10-19,61
27729,Harvey,Williamson,78,12,Green Oak St.,1998-04-18,27
27730,Kurt,Rodgers,15,178,Rocky Milton Freeway,1969-01-14,56
27731,Katina,Friedman,3,94,Green Oak Parkway,1967-04-19,58
27732,Noah,Dickson,81,653,Cowley Way,1967-12-20,57
27733,Jeanette,Mcintosh,45,431,Milton Blvd.,1957-10-02,68
27734,Rhonda,Duke,33,964,White Second Way,1991-02-01,34
27735,Scot,Rhodes,34,42,East Clarendon Drive,1965-01-31,60
27736,Betty,Robles,74,59,Rocky First Drive,1998-10-05,27
27737,Glenda,Johnson,85,626,New St.,1958-05-18,67
27738,Felipe,Ferguson,11,28,Oak Blvd.,1999-04-17,26
27739,Gabrielle,Elliott,41,871,West Second Blvd.,1994-02-14,31
27740,Mike,Goodwin,18,55,Fabien St.,1966-08-03,59
27741,Brock,Sweeney,32,251,North Nobel Way,1987-11-20,37
27742,Bryant,Compton,78,580,East White Fabien Blvd.,1989-01-23,36
27743,Cherie,Kelley,22,64,East Hague St.,2005-11-22,19
27744,Greg,Todd,2,473,Green Milton Boulevard,1992-05-27,33
27745,Joyce,Lowe,77,21,Rocky Fabien Boulevard,1967-04-25,58
27746,Katherine,Morrison,69,30,Oak Drive,1990-09-03,35
27747,Christa,Sellers,45,93,Fabien St.,1969-06-29,56
27748,Judith,Cook,74,910,Green Second Boulevard,1960-03-18,65
27749,Beth,Saunders,44,60,Green Fabien Blvd.,1973-09-01,52
27750,Rochelle,Greene,14,26,Hague Parkway,1991-07-27,34
27751,Sandra,Mayer,92,209,Milton Parkway,1956-03-08,69
27752,Ismael,Woodward,15,65,White Nobel Road,1998-04-26,27
27753,Jay,Zhang,56,614,Rocky New Drive,1969-01-05,56
27754,Rogelio,West,63,32,White Fabien Freeway,1955-02-10,70
27755,Tera,Stevenson,57,634,Rocky Clarendon Avenue,1975-08-22,50
27756,Joan,Shepard,31,55,East Oak Boulevard,1963-03-20,62
27757,Laura,Joseph,90,49,Green Cowley Boulevard,1995-11-08,29
27758,Lucas,Vang,5,474,New Blvd.,1975-07-04,50
27759,Andy,Mc Millan,26,970,Cowley Drive,2003-11-08,21
27760,Pablo,Hopkins,84,20,Old Parkway,1976-10-24,49
27761,Norman,Joyce,10,334,Milton Avenue,1981-06-04,44
27762,Terri,Harding,51,29,White Hague Road,1957-02-20,68
27763,Esther,Morrow,64,17,Fabien Freeway,1962-07-31,63
27764,Luis,Benjamin,46,447,West New Street,1973-03-23,52
27765,Andrew,Dean,33,82,South Nobel Blvd.,1977-05-11,48
27766,Sara,Savage,34,599,White Nobel Street,2005-09-13,20
27767,Darrell,Boone,5,53,Fabien Street,1980-03-04,45
27768,Tammi,Cline,86,226,Fabien Way,1965-01-03,60
27769,Angel,Webster,7,50,North Green Cowley Road,1957-02-14,68
27770,Suzanne,Pennington,5,141,West Fabien Freeway,1995-03-28,30
27771,Bart,Parks,71,742,Rocky Clarendon St.,1996-01-06,29
27772,Tabitha,Neal,71,89,East Rocky Old St.,1962-01-24,63
27773,Leonardo,Reynolds,50,299,New St.,1971-10-07,54
27774,Micah,Lynn,42,953,East White Old Blvd.,1991-10-27,34
27775,Lindsey,Schultz,32,50,White First Freeway,1961-01-17,64
27776,Kisha,Chandler,20,36,Nobel Avenue,2001-08-19,24
27777,Sheryl,Coffey,17,512,South White New Drive,1997-11-19,27
27778,Kellie,Brandt,27,272,New Way,1964-02-29,61
27779,Christine,Newton,65,69,North Rocky Nobel Drive,1990-10-21,35
27780,Wendi,Herman,14,20,South White Oak Street,1965-09-04,60
27781,Joe,Carney,65,185,North Hague Boulevard,1985-01-16,40
27782,Trevor,Branch,70,976,Cowley Blvd.,1958-06-14,67
27783,Shauna,Patel,70,195,South Milton Way,2002-11-23,22
27784,Gretchen,Jackson,65,140,West Old Freeway,2005-09-24,20
27785,Julian,Atkinson,20,50,East Green Milton Drive,1993-07-31,32
27786,Noah,Vang,84,88,White Old Freeway,2005-11-08,19
27787,Angelica,Odom,25,39,East Oak Drive,1963-02-07,62
27788,Randall,Beard,79,799,West Cowley Road,1962-11-01,63
27789,Alyssa,Collier,72,278,White New Way,1956-03-16,69
27790,Erik,Pham,3,591,First Blvd.,1967-03-04,58
27791,Jacob,Wells,81,722,Nobel Blvd.,1982-03-05,43
27792,Shari,Lopez,80,59,West Fabien Boulevard,2002-04-07,23
27793,Courtney,Love,82,516,North Second St.,1968-01-25,57
27794,Monica,Bonilla,54,44,North White Cowley Street,2004-10-31,21
27795,Sonja,Glover,9,291,Nobel Avenue,1958-08-17,67
27796,Bonnie,Glass,77,17,White Cowley Parkway,1992-04-18,33
27797,Cory,Griffith,15,630,Fabien Way,1995-05-10,30
27798,Nathaniel,Maldonado,72,539,North First Road,2005-07-02,20
27799,Jessica,Schmidt,66,837,First Boulevard,1992-03-20,33
27800,Anne,Stephenson,43,94,Oak Way,1972-03-06,53
27801,Kenya,Marks,65,26,Clarendon Street,1989-07-01,36
27802,Jean,Owens,56,91,Old Way,1966-03-25,59
27803,Randolph,Wiggins,67,19,Rocky Old Street,1962-08-16,63
27804,Amanda,Beard,40,98,First Street,1959-04-24,66
27805,Carla,Maddox,40,21,West Green Oak Street,1956-01-11,69
27806,Abigail,Glover,22,31,Clarendon Avenue,1993-03-08,32
27807,Carey,Mc Lean,61,27,Old Boulevard,1983-10-16,42
27808,Latoya,Cole,14,51,Milton St.,1984-10-01,41
27809,Tanya,Best,32,707,East New Blvd.,1962-04-09,63
27810,Dylan,Moore,38,27,Clarendon Drive,1965-02-17,60
27811,Veronica,Daugherty,15,85,East Clarendon Street,1980-11-05,45
27812,Carey,Kramer,63,907,Nobel Boulevard,1990-11-06,34
27813,Lena,Anthony,37,569,Green Clarendon Street,1959-11-09,66
27814,Melinda,Peterson,12,67,South Nobel Blvd.,1981-06-17,44
27815,Carl,Nunez,19,196,Rocky Nobel Road,1965-01-10,60
27816,Catherine,Gamble,37,15,East Green Clarendon Road,1974-05-20,51
27817,Francisco,Hutchinson,78,60,White Hague Street,1962-08-03,63
27818,Angelica,Cervantes,96,91,East Milton Avenue,1978-10-26,47
27819,Raul,Newman,27,35,Green Nobel Drive,1998-12-04,26
27820,Caroline,Davidson,45,20,Rocky Hague St.,1971-11-30,53
27821,Shawna,Mcclain,10,48,Hague Street,1970-02-11,55
27822,Darin,Spence,23,527,Fabien Way,1989-07-10,36
